Price	EngineV	Model	Year	Engine Type	Mileage	Body	﻿Brand
6800	NA	E-Class	2000	Other	286	sedan	Mercedes-Benz
9300	1.8	Avensis	2006	Gas	170	sedan	Toyota
20350	2	Passat B7	2012	Diesel	111	vagon	Volkswagen
72000	3	Touareg	2016	Diesel	0	crossover	Volkswagen
16800	3	X5	2004	Diesel	250	crossover	BMW
8900	1.6	Corolla	2008	Petrol	115	sedan	Toyota
22800	2.4	Outlander	2013	Petrol	43	crossover	Mitsubishi
8500	3.2	E-Class	2000	Diesel	500	sedan	Mercedes-Benz
8800	1.6	Polo	2012	Petrol	86	sedan	Volkswagen
14100	2	Caddy	2011	Diesel	115	vagon	Volkswagen
9200	2	Lancer X	2009	Petrol	84	sedan	Mitsubishi
75500	4.6	Land Cruiser 200	2015	Petrol	50	crossover	Toyota
2900	1.8	Passat B3	1989	Petrol	2	sedan	Volkswagen
6100	1.6	A4	1996	Other	305	sedan	Audi
NA	2	T5 (Transporter)	2012	Diesel	239	van	Volkswagen
7245	1.4	Megane	2008	Petrol	87	sedan	Renault
2500	1.9	Scenic	2003	Diesel	170	sedan	Renault
11200	1.5	Megane	2012	Diesel	165	vagon	Renault
NA	3	Q7	2015	Diesel	0	crossover	Audi
13500	1.5	Grand Scenic	2012	Diesel	198	van	Renault
13700	2	A6	2005	Diesel	300	sedan	Audi
6100	90	Kangoo	2008	Diesel	280	van	Renault
4300	2.4	A6	1998	Gas	340	sedan	Audi
9999	2.5	T5 (Transporter)	2007	Diesel	310	van	Volkswagen
6500	3.2	S 140	1994	Petrol	435	sedan	Mercedes-Benz
11400	2.2	Vito	2012	Diesel	174	van	Mercedes-Benz
10500	3.5	Camry	2007	Petrol	180	sedan	Toyota
2999	1.5	Kangoo	2003	Diesel	245	van	Renault
29500	3.2	GL 320	2008	Diesel	180	crossover	Mercedes-Benz
27000	NA	Q7	2007	Diesel	222	other	Audi
8000	2	E-Class	2000	Petrol	300	sedan	Mercedes-Benz
NA	2.2	V 250	2016	Diesel	0	sedan	Mercedes-Benz
10500	2	Lancer X	2008	Petrol	130	sedan	Mitsubishi
11400	5	S 500	2004	Petrol	220	sedan	Mercedes-Benz
8300	1.6	Golf Plus	2006	Gas	147	hatch	Volkswagen
6900	2.4	A6	1999	Gas	250	sedan	Audi
8500	4.3	ML 430	2000	Gas	210	other	Mercedes-Benz
17300	3	Touareg	2007	Diesel	148	crossover	Volkswagen
NA	3	GLS 350	2016	Diesel	1	crossover	Mercedes-Benz
3500	2	Passat B3	1993	Petrol	215	vagon	Volkswagen
249999	5.5	S 63 AMG	2016	Petrol	3	other	Mercedes-Benz
5000	1.4	Polo	2003	Petrol	220	hatch	Volkswagen
6900	1.6	Lancer	2007	Petrol	118	sedan	Mitsubishi
5500	2	Rav 4	1999	Petrol	188	crossover	Toyota
17900	3	Z4	2007	Petrol	98	other	BMW
11500	2	Caddy	2012	Diesel	210	van	Volkswagen
7200	3	730	1996	Petrol	448	sedan	BMW
12800	1.6	Golf Variant	2011	Diesel	167	vagon	Volkswagen
7000	1	T5 (Transporter) 	2004	Other	350	van	Volkswagen
8400	2.2	5 Series	2001	Gas	220	sedan	BMW
3000	1.9	A6	1999	Diesel	11	van	Audi
5200	1.4	Symbol	2008	Gas	160	sedan	Renault
5700	1.3	Colt	2005	Petrol	120	vagon	Mitsubishi
6500	2.5	Pajero	1991	Diesel	285	crossover	Mitsubishi
2300	1.9	Passat B5	1999	Diesel	200	vagon	Volkswagen
7700	1.9	Caddy	2006	Diesel	228	van	Volkswagen
10999	1.6	Caddy	2012	Diesel	110	van	Volkswagen
8700	3	730	2004	Diesel	212	other	BMW
7200	3.2	E-Class	2000	Petrol	312	sedan	Mercedes-Benz
39000	3	X6	2009	Petrol	38	crossover	BMW
11999	3	Pajero Wagon	2007	Gas	235	crossover	Mitsubishi
129999	2.99	GLS 350	2016	Diesel	1	crossover	Mercedes-Benz
18100	2	T5 (Transporter)	2011	Diesel	195	other	Volkswagen
1600	1.3	Space Star	2000	Petrol	185	vagon	Mitsubishi
138000	3	G 350	2016	Diesel	0	crossover	Mercedes-Benz
NA	3.5	S 350	2014	Diesel	34	sedan	Mercedes-Benz
2650	1	Laguna	2006	Diesel	1	vagon	Renault
23300	1.8	Passat CC	2012	Petrol	115	sedan	Volkswagen
25500	3	X5	2008	Gas	210	crossover	BMW
20900	2	Passat B7	2012	Petrol	122	sedan	Volkswagen
3700	2	Laguna	1996	Petrol	310	hatch	Renault
9500	1.6	Corolla	2009	Petrol	125	sedan	Toyota
61500	3	GL 350	2013	Diesel	121	crossover	Mercedes-Benz
NA	2.2	Rav 4	2013	Diesel	43	crossover	Toyota
8800	1.9	Passat B5	2005	Diesel	217	other	Volkswagen
34900	2	520	2012	Diesel	136	vagon	BMW
3600	2.5	A6	1999	Diesel	200	vagon	Audi
28000	1.8	C-Class	2013	Petrol	12	other	Mercedes-Benz
140000	5.46	G 63 AMG	2013	Petrol	88	crossover	Mercedes-Benz
25800	2	520	2010	Diesel	203	sedan	BMW
25999	3.2	Pajero Wagon	2011	Diesel	86	crossover	Mitsubishi
29600	1.4	Passat B8	2016	Petrol	11	sedan	Volkswagen
3200	1.9	318	2001	Petrol	178	sedan	BMW
6900	2.3	Vito	1999	Diesel	200	van	Mercedes-Benz
3550	3.2	E-Class	2002	Diesel	274	sedan	Mercedes-Benz
2900	2	320	2001	Diesel	230	vagon	BMW
11500	2.2	Vito	2007	Diesel	307	van	Mercedes-Benz
11800	1.9	T5 (Transporter)	2008	Diesel	218	van	Volkswagen
69900	6	S 65 AMG	2010	Petrol	76	sedan	Mercedes-Benz
23000	1.8	S4	2008	Petrol	115	other	Audi
6500	1.5	Kangoo	2012	Diesel	186	van	Renault
6000	1.9	Golf IV	2001	Other	284	vagon	Volkswagen
17200	1.6	Corolla	2013	Petrol	50	sedan	Toyota
76500	4.5	Land Cruiser 200	2014	Diesel	29	crossover	Toyota
6800	2.8	Sharan	2001	Petrol	160	vagon	Volkswagen
250000	5.5	S 63 AMG	2016	Petrol	6	other	Mercedes-Benz
3750	1.8	Vento	1994	Petrol	262	sedan	Volkswagen
8000	2.5	T5 (Transporter)	2007	Diesel	300	other	Volkswagen
58500	3	ML 350	2013	Diesel	128	crossover	Mercedes-Benz
4999	1.4	Clio	2006	Other	114	sedan	Renault
NA	4.4	X5 M	2016	Petrol	6	crossover	BMW
15800	1.4	Jetta	2013	Other	56	sedan	Volkswagen
9250	2	Passat B6	2007	Diesel	200	sedan	Volkswagen
11300	2.4	Outlander	2008	Gas	128	crossover	Mitsubishi
1400	1.8	80	1993	Petrol	250	sedan	Audi
80000	4.5	Land Cruiser 200	2014	Diesel	23	crossover	Toyota
11900	2.8	528	2002	Petrol	1	sedan	BMW
9500	1.4	Polo	2014	Petrol	29	hatch	Volkswagen
10999	2.2	320	2002	Petrol	162	other	BMW
23500	4.2	Q7	2007	Gas	119	crossover	Audi
24500	4.8	X5	2007	Gas	170	crossover	BMW
6000	1.8	Virage	2004	Gas	150	sedan	Mitsubishi
17500	3.2	Pajero Wagon	2008	Diesel	194	crossover	Mitsubishi
9300	1.8	Avensis	2007	Gas	107	sedan	Toyota
3500	3	330	2001	Diesel	280	vagon	BMW
41500	2	X3	2012	Petrol	42	vagon	BMW
10300	1.9	T5 (Transporter)	2007	Other	215	other	Volkswagen
NA	3	GLE-Class	2015	Petrol	1	crossover	Mercedes-Benz
2200	2.5	A6 Allroad	2002	Diesel	280	vagon	Audi
19692.08	1.5	Duster	2016	Diesel	0	crossover	Renault
7850	1.5	Kangoo	2010	Diesel	187	van	Renault
NA	3	S 350	2014	Diesel	42	sedan	Mercedes-Benz
3950	NA	Golf III	1996	Gas	280	hatch	Volkswagen
20000	4.5	Land Cruiser 105	2005	Petrol	94	crossover	Toyota
3800	2.5	A6	1998	Diesel	253	sedan	Audi
13700	3	530	2003	Diesel	254	sedan	BMW
31000	2.2	Rav 4	2014	Diesel	86	crossover	Toyota
14400	2	T5 (Transporter)	2010	Diesel	237	van	Volkswagen
4700	NA	316	1996	Petrol	200	sedan	BMW
17500	1.6	Auris	2014	Petrol	45	hatch	Toyota
10396.23	1.2	Logan	2015	Petrol	1	vagon	Renault
27800	3	X5	2009	Diesel	140	crossover	BMW
5800	1.4	Golf IV	2000	Petrol	200	sedan	Volkswagen
5800	1.46	Grand Scenic	2008	Diesel	200	vagon	Renault
21500	2	A6	2010	Diesel	165	vagon	Audi
3600	2.8	Passat B4	1994	Gas	330	sedan	Volkswagen
6500	3.5	735	1998	Petrol	388	sedan	BMW
10700	1.9	Caddy	2010	Diesel	171	vagon	Volkswagen
3100	2	320	1999	Diesel	280	sedan	BMW
38800	NA	B-Class Electric Drive	2015	Other	8	hatch	Mercedes-Benz
1350	2.5	E-Class	1992	Diesel	240	vagon	Mercedes-Benz
NA	2.5	Trafic	2007	Diesel	150	van	Renault
4500	2.3	Sprinter 208	1995	Diesel	525	other	Mercedes-Benz
99000	3	CLS 400	2016	Petrol	0	sedan	Mercedes-Benz
5600	2.5	250	1996	Diesel	355	vagon	Mercedes-Benz
8500	4.3	S 430	2000	Gas	388	sedan	Mercedes-Benz
24000	2	X1	2012	Diesel	108	crossover	BMW
9300	2	Lancer X	2008	Petrol	95	sedan	Mitsubishi
15700	3.5	Camry	2008	Petrol	125	sedan	Toyota
9600	1.6	Polo	2011	Petrol	106	sedan	Volkswagen
21000	2	Passat B7	2012	Diesel	93	other	Volkswagen
3500	2.2	C-Class	2000	Diesel	303	sedan	Mercedes-Benz
45500	4	FJ Cruiser	2010	Gas	65	crossover	Toyota
20900	4.2	Q7	2006	Petrol	185	crossover	Audi
6999	2.3	CLK 230	2001	Petrol	168	other	Mercedes-Benz
7999	2	Lancer X	2008	Petrol	112	sedan	Mitsubishi
6500	3	730	1995	Petrol	1	sedan	BMW
29500	3	530	2011	Diesel	230	sedan	BMW
10300	2	Trafic	2011	Diesel	138	van	Renault
6000	2.5	LT	1999	Diesel	1	other	Volkswagen
3300	1.9	Passat B5	2003	Diesel	193	vagon	Volkswagen
2400	1.9	Passat B5	2000	Diesel	320	vagon	Volkswagen
23900	3	A6	2009	Diesel	180	sedan	Audi
9300	2	Passat B6	2006	Petrol	148	sedan	Volkswagen
1699	1.6	Lancer	1992	Gas	294	hatch	Mitsubishi
34000	3	Touareg	2012	Diesel	92	crossover	Volkswagen
14500	2	Rav 4	2007	Gas	82	other	Toyota
10400	1.6	Polo	2012	Petrol	78	sedan	Volkswagen
6100	3.5	535	1997	Petrol	266	sedan	BMW
7200	1.9	Caddy	2010	Diesel	177	other	Volkswagen
14000	2.2	Vito	2009	Diesel	144	other	Mercedes-Benz
8900	5	CL 500	1999	Other	213	other	Mercedes-Benz
22100	1.6	116	2013	Petrol	42	hatch	BMW
33500	NA	Sprinter 316	2015	Diesel	0	van	Mercedes-Benz
NA	3	S 350	2015	Diesel	20	sedan	Mercedes-Benz
33950	5.7	Tundra	2013	Petrol	65	other	Toyota
3499	2.5	525	1990	Petrol	101	sedan	BMW
28500	2	Q5	2010	Petrol	74	crossover	Audi
8800	3	X5	2004	Diesel	284	crossover	BMW
17200	1.2	Golf VII	2014	Petrol	15	other	Volkswagen
3000	2.5	A6	1999	Diesel	278	sedan	Audi
25800	2.5	Camry	2015	Petrol	58	sedan	Toyota
18500	5.5	S 550	2007	Petrol	143	sedan	Mercedes-Benz
28793.04	1.6	Caddy	2016	Diesel	0	van	Volkswagen
42900	2	520	2016	Petrol	2	sedan	BMW
11800	1.8	Avensis	2008	Petrol	90	sedan	Toyota
7100	1.5	Kangoo	2013	Diesel	171	van	Renault
22000	1.8	Passat CC	2011	Petrol	26	sedan	Volkswagen
2700	1.8	Golf II	1989	Gas	400	hatch	Volkswagen
7000	1.8	Celica	2001	Petrol	220	other	Toyota
6499	3	X5	2002	Diesel	230	other	BMW
15700	1.8	Passat B7	2011	Petrol	110	sedan	Volkswagen
8100	2	Lancer X	2007	Petrol	113	sedan	Mitsubishi
12200	3.2	ML 320	2000	Petrol	287	other	Mercedes-Benz
5400	1.4	Symbol	2007	Petrol	96	sedan	Renault
5400	2.2	220	2002	Diesel	285	sedan	Mercedes-Benz
7700	1.9	Sharan	2002	Diesel	287	vagon	Volkswagen
34000	5	750	2008	Petrol	115	sedan	BMW
3900	1.9	A6	2002	Diesel	302	sedan	Audi
15000	5	S 500	2004	Petrol	240	sedan	Mercedes-Benz
8999	2	Passat B6	2008	Petrol	120	sedan	Volkswagen
2400	99.99	Passat B3	1989	Petrol	268	sedan	Volkswagen
6300	1.5	Lancer X	2008	Petrol	116	sedan	Mitsubishi
7999	1.6	Touran	2004	Gas	210	van	Volkswagen
25200	4	Land Cruiser Prado	2007	Gas	128	crossover	Toyota
26999	2	520	2011	Diesel	131	sedan	BMW
4000	2	E-Class	1991	Petrol	460	sedan	Mercedes-Benz
16000	3	A6	2006	Diesel	180	sedan	Audi
9200	2	Lancer X	2008	Petrol	115	sedan	Mitsubishi
7000	2	Caddy	2004	Diesel	250	van	Volkswagen
85000	4.5	Land Cruiser 200	2016	Diesel	1	crossover	Toyota
3200	1.8	Passat B3	1990	Gas	320	sedan	Volkswagen
11000	1.5	Megane	2012	Diesel	127	hatch	Renault
13900	NA	Vito	2008	Other	225	other	Mercedes-Benz
10500	2.4	Outlander	2008	Gas	187	crossover	Mitsubishi
17500	2	320	2011	Petrol	102	sedan	BMW
7200	1.5	Megane	2004	Diesel	224	vagon	Renault
8400	2.4	Camry	2004	Gas	195	sedan	Toyota
8350	1.6	Caddy	2011	Diesel	1	van	Volkswagen
3200	2	A4	2006	Other	244	vagon	Audi
11999	2.4	Camry	2010	Petrol	147	sedan	Toyota
29900	4	Land Cruiser 200	2008	Gas	144	crossover	Toyota
11500	3	730	2001	Diesel	290	sedan	BMW
NA	3	A6	2009	Diesel	156	vagon	Audi
13900	3	Outlander XL	2007	Gas	93	vagon	Mitsubishi
NA	2.6	E-Class	2002	Petrol	300	sedan	Mercedes-Benz
5000	1.5	Kangoo	2003	Diesel	245	van	Renault
2350	1.3	Corolla	1987	Petrol	211	hatch	Toyota
12900	1.6	Caddy	2011	Diesel	127	van	Volkswagen
8650	2.2	Vito	2006	Diesel	344	van	Mercedes-Benz
22900	2.7	Venza	2012	Gas	132	crossover	Toyota
13500	2.2	Vito	2007	Diesel	290	van	Mercedes-Benz
39999	2	Q5	2014	Diesel	45	crossover	Audi
2850	NA	80	1988	Gas	350	sedan	Audi
3300	1.9	Passat B5	2000	Diesel	250	sedan	Volkswagen
32500	2	Q5	2012	Diesel	108	crossover	Audi
13300	3	Outlander XL	2009	Petrol	135	crossover	Mitsubishi
2900	1.9	Passat B5	2003	Diesel	257	vagon	Volkswagen
2900	1.6	Passat B3	1990	Gas	315	sedan	Volkswagen
21000	3.5	ML 350	2007	Petrol	208	crossover	Mercedes-Benz
NA	3	GLE-Class	2016	Petrol	1	crossover	Mercedes-Benz
89000	4.5	Land Cruiser 200	2011	Diesel	61	crossover	Toyota
23500	2	Tiguan	2012	Diesel	48	crossover	Volkswagen
4200	1.8	Space Wagon	1992	Gas	350	van	Mitsubishi
70500	5.5	G 55 AMG	2009	Petrol	99	crossover	Mercedes-Benz
124000	4	GLS 400	2016	Petrol	0	crossover	Mercedes-Benz
39999	2	Q3	2014	Diesel	45	crossover	Audi
1999	2.2	200	2000	Diesel	400	sedan	Mercedes-Benz
14300	2.2	Sprinter 313	2013	Diesel	175	other	Mercedes-Benz
13500	2.4	Camry	2008	Gas	139	sedan	Toyota
13300	2.4	Camry	2007	Petrol	104	sedan	Toyota
8200	1.3	Yaris	2006	Petrol	82	hatch	Toyota
12000	1.5	Grand Scenic	2012	Diesel	137	van	Renault
2150	1.9	Laguna	2003	Diesel	199	vagon	Renault
29000	2.2	Rav 4	2013	Diesel	60	vagon	Toyota
9500	2.2	Vito	2005	Diesel	280	van	Mercedes-Benz
NA	2.5	T5 (Transporter)	2009	Diesel	146	van	Volkswagen
10600	2	Touran	2007	Diesel	120	van	Volkswagen
12500	2.2	Vito	2008	Diesel	238	van	Mercedes-Benz
10200	3.2	Pajero Wagon	2002	Diesel	269	crossover	Mitsubishi
NA	4.5	Land Cruiser 200	2016	Diesel	1	crossover	Toyota
50250	2.2	E-Class	2015	Diesel	0	sedan	Mercedes-Benz
8900	1.4	Caddy	2009	Gas	100	van	Volkswagen
5500	2.2	Vito	2002	Diesel	220	other	Mercedes-Benz
45500	2	520	2014	Diesel	42	sedan	BMW
10499	2	Trafic	2012	Diesel	146	other	Renault
99999	2.99	GLE-Class	2016	Diesel	0	crossover	Mercedes-Benz
9100	2	Trafic	2012	Diesel	166	van	Renault
24500	3.2	S 320	2008	Diesel	180	sedan	Mercedes-Benz
63500	2	X5	2016	Diesel	1	crossover	BMW
3600	3	530	2002	Diesel	221	sedan	BMW
12900	2.5	Koleos	2010	Petrol	89	crossover	Renault
6400	1.6	Logan	2011	Petrol	51	sedan	Renault
8800	3	530	2001	Petrol	287	sedan	BMW
7199	1.5	Symbol	2010	Diesel	104	sedan	Renault
3300	1.5	Kangoo	2005	Diesel	250	van	Renault
2400	2.3	100	1989	Gas	305	sedan	Audi
8400	1.39	Polo	2007	Petrol	60	hatch	Volkswagen
NA	4.5	Land Cruiser 200	2016	Diesel	0	crossover	Toyota
7600	2	Lancer X	2008	Gas	180	sedan	Mitsubishi
3800	1.9	Kangoo	1998	Diesel	196	van	Renault
13100	3.7	S 350	2003	Petrol	160	sedan	Mercedes-Benz
21950	2.7	Venza	2010	Gas	141	crossover	Toyota
8800	1.9	Trafic	2006	Diesel	205	van	Renault
10500	1	Yaris	2016	Petrol	17	hatch	Toyota
24000	2.5	Pajero Sport	2013	Diesel	20	crossover	Mitsubishi
11800	2.4	Camry	2007	Gas	189	sedan	Toyota
20300	1.8	E-Class	2011	Gas	198	sedan	Mercedes-Benz
11600	1.6	Auris	2009	Petrol	24	hatch	Toyota
22000	3.5	ML 350	2007	Gas	225	crossover	Mercedes-Benz
15800	3.5	E-Class	2005	Gas	231	sedan	Mercedes-Benz
13500	2.2	Vito	2013	Diesel	97	van	Mercedes-Benz
16500	3.5	Outlander XL	2008	Gas	150	crossover	Mitsubishi
25000	NA	Viano	2012	Other	156	van	Mercedes-Benz
40000	2	Multivan	2011	Diesel	170	other	Volkswagen
9500	2	Outlander	2007	Gas	150	crossover	Mitsubishi
6300	1.5	Kangoo	2011	Other	149	van	Renault
4999	2.5	525	2001	Diesel	256	sedan	BMW
14990	4.2	Land Cruiser 100	2000	Diesel	280	crossover	Toyota
16400	2	A4	2011	Diesel	152	vagon	Audi
21300	6.3	ML 63 AMG	2007	Petrol	190	crossover	Mercedes-Benz
24996	3.2	A5	2009	Petrol	98	sedan	Audi
22900	2	Jetta	2013	Petrol	45	sedan	Volkswagen
8300	1.6	Corolla	2007	Petrol	136	hatch	Toyota
12900	2.5	A6 Allroad	2005	Diesel	255	vagon	Audi
12199	2	Passat B6	2008	Diesel	149	vagon	Volkswagen
9999	2.7	A6 Allroad	2003	Petrol	198	vagon	Audi
35500	5	G 63 AMG	2005	Gas	99	crossover	Mercedes-Benz
11500	3	Pajero Sport	2005	Gas	170	crossover	Mitsubishi
38500	3	S 350	2010	Diesel	134	sedan	Mercedes-Benz
5500	2.2	Vito	2002	Diesel	250	other	Mercedes-Benz
9400	2	Caddy	2008	Gas	124	van	Volkswagen
8400	1.6	Caddy	2011	Diesel	143	van	Volkswagen
2650	2.5	A6	2000	Diesel	268	vagon	Audi
12000	2.4	Camry	2008	Gas	133	sedan	Toyota
7500	2	C-Class	2001	Gas	187	sedan	Mercedes-Benz
25900	2	Golf VII	2015	Diesel	35	hatch	Volkswagen
7500	1.8	Passat B5	2005	Other	280	sedan	Volkswagen
35000	6	S 600	2001	Petrol	147	other	Mercedes-Benz
6200	2.6	A6	1997	Gas	316	vagon	Audi
1550	1.8	Vento	1994	Petrol	161	sedan	Volkswagen
6500	2.3	Vito	1996	Diesel	450	van	Mercedes-Benz
8999	2	Passat B6	2008	Diesel	161	vagon	Volkswagen
21000	2	ASX	2014	Gas	29	crossover	Mitsubishi
8800	2.2	Sprinter 313	2006	Diesel	575	other	Mercedes-Benz
13500	1.4	Polo	2012	Petrol	48	hatch	Volkswagen
3300	2.4	Hiace	1992	Diesel	345	van	Toyota
5990	2	E-Class	1998	Gas	400	sedan	Mercedes-Benz
14800	2.7	ML 270	2005	Diesel	242	crossover	Mercedes-Benz
NA	3	GL 350	2016	Diesel	1	crossover	Mercedes-Benz
47000	1.6	C-Class	2016	Petrol	0	sedan	Mercedes-Benz
7990	1.8	Passat B5	2005	Gas	180	sedan	Volkswagen
8999	1.9	Passat B6	2007	Diesel	120	sedan	Volkswagen
23999	1.6	Jetta	2016	Diesel	0	sedan	Volkswagen
6500	2.5	A6	1996	Diesel	421	vagon	Audi
14000	1.8	Avensis	2008	Petrol	1	sedan	Toyota
23500	4.2	Q7	2008	Petrol	116	crossover	Audi
9500	1.6	Fluence	2012	Petrol	89	sedan	Renault
125000	3	S 350	2015	Diesel	18	sedan	Mercedes-Benz
9000	1.6	Caddy	2011	Diesel	181	van	Volkswagen
2300	1.8	Lancer	1989	Diesel	523	sedan	Mitsubishi
10650	1.6	Polo	2013	Petrol	65	sedan	Volkswagen
6399	2.5	A6	1999	Diesel	230	vagon	Audi
7500	1.5	Lancer X	2007	Petrol	140	sedan	Mitsubishi
6450	NA	Caddy	2004	Other	220	van	Volkswagen
10200	1.6	Caddy	2014	Diesel	105	van	Volkswagen
3300	2.7	E-Class	2000	Diesel	200	sedan	Mercedes-Benz
8300	2	E-Class	2001	Petrol	175	sedan	Mercedes-Benz
7400	1.9	Caddy	2005	Diesel	168	van	Volkswagen
28600	2.2	Rav 4	2013	Diesel	66	crossover	Toyota
2800	2.8	A8	1997	Petrol	230	sedan	Audi
38000	3	535	2011	Diesel	223	crossover	BMW
11000	1.4	Prius	2010	Other	74	hatch	Toyota
11800	4.2	S8	2001	Gas	240	sedan	Audi
9500	2	Trafic	2008	Diesel	275	van	Renault
23700	2	X1	2010	Diesel	117	crossover	BMW
35000	5.5	CL 550	2008	Petrol	135	other	Mercedes-Benz
11000	1.9	Golf Variant	2009	Diesel	171	vagon	Volkswagen
25800	3	X5	2008	Diesel	205	crossover	BMW
13200	2	Trafic	2009	Diesel	230	van	Renault
4650	1	Yaris	2002	Petrol	170	hatch	Toyota
8300	2.2	Vito	2002	Diesel	337	van	Mercedes-Benz
18900	3.8	Pajero Wagon	2007	Gas	106	crossover	Mitsubishi
12750	2.4	Galant	2009	Petrol	59	sedan	Mitsubishi
3800	0.6	Smart	2000	Petrol	107	other	Mercedes-Benz
11500	2	Caddy	2011	Diesel	189	other	Volkswagen
4600	2.2	Vito	2000	Diesel	200	van	Mercedes-Benz
1550	NA	316	1994	Gas	300	sedan	BMW
7899	1.5	Kangoo	2014	Other	129	van	Renault
70999	2.2	GLE-Class	2016	Diesel	0	crossover	Mercedes-Benz
8800	2.4	Camry	2004	Petrol	300	sedan	Toyota
8250	1.2	Logan	2014	Petrol	16	sedan	Renault
21500	2	Rav 4	2012	Petrol	89	crossover	Toyota
195000	4.5	Land Cruiser 200	2016	Diesel	0	crossover	Toyota
2400	2	Laguna	2002	Petrol	1	hatch	Renault
12500	2.5	T5 (Transporter)	2006	Other	160	other	Volkswagen
2499	1.7	A 170	2001	Diesel	201	hatch	Mercedes-Benz
14990	2.5	525	2005	Petrol	135	sedan	BMW
NA	3	A6	2005	Gas	166	sedan	Audi
8260	1.5	Lancer	2011	Petrol	65	sedan	Mitsubishi
6800	2	520	1998	Petrol	230	sedan	BMW
NA	5	G 500	2008	Petrol	131	crossover	Mercedes-Benz
1999	1.8	Space Star	2001	Petrol	168	van	Mitsubishi
8500	2.8	328	1998	Gas	265	other	BMW
24800	4	FJ Cruiser	2008	Petrol	90	crossover	Toyota
11800	3	Outlander XL	2008	Petrol	120	crossover	Mitsubishi
35500	3.5	S 350	2010	Petrol	100	sedan	Mercedes-Benz
9400	2.2	Vito	2005	Diesel	250	van	Mercedes-Benz
14900	NA	Jetta	2012	Petrol	73	sedan	Volkswagen
NA	2	Amarok	2015	Diesel	28	other	Volkswagen
14899	3	E-Class	2006	Diesel	209	other	Mercedes-Benz
15500	2	Passat B7	2013	Diesel	178	sedan	Volkswagen
2200	2.2	Espace	1999	Diesel	290	van	Renault
8950	1.6	Polo	2012	Petrol	133	sedan	Volkswagen
17800	3	530	2008	Diesel	159	vagon	BMW
85555	3	A8	2015	Diesel	40	sedan	Audi
2000	1.3	Jetta	1988	Petrol	300	sedan	Volkswagen
20500	5	SL 500 (550)	2003	Other	56	sedan	Mercedes-Benz
30990	2.7	Land Cruiser Prado	2012	Gas	68	crossover	Toyota
39900	4	Tacoma	2013	Petrol	11	crossover	Toyota
21900	2.5	325	2007	Petrol	25	other	BMW
NA	3	S 350	2014	Diesel	16	sedan	Mercedes-Benz
185555	4.7	S 500	2016	Petrol	0	other	Mercedes-Benz
12400	1.4	Prius	2012	Other	52	hatch	Toyota
5000	2	CLK 200	1998	Petrol	200	other	Mercedes-Benz
3200	2	Passat B3	1991	Petrol	367	sedan	Volkswagen
6500	2.8	528	1997	Gas	300	sedan	BMW
13600	2	B 200	2008	Diesel	147	hatch	Mercedes-Benz
19990	NA	645	2004	Gas	164	other	BMW
23500	3	Q7	2007	Diesel	245	crossover	Audi
15499	2	A6	2007	Diesel	177	sedan	Audi
12950	2.7	E-Class	2002	Diesel	197	sedan	Mercedes-Benz
1800	NA	Jetta	1991	Petrol	250	sedan	Volkswagen
23500	2.5	Camry	2014	Gas	80	sedan	Toyota
NA	2	118	2006	Petrol	107	hatch	BMW
5950	1.5	Megane	2005	Diesel	200	hatch	Renault
2900	1.8	Galant	1989	Petrol	300	hatch	Mitsubishi
5000	2.2	Vito	1999	Diesel	400	van	Mercedes-Benz
1200	2.4	E-Class	1999	Petrol	240	sedan	Mercedes-Benz
6500	1.9	Caddy	2006	Diesel	190	sedan	Volkswagen
51900	3	Touareg	2015	Diesel	30	crossover	Volkswagen
104999	3	X5	2016	Diesel	2	crossover	BMW
4650	1.5	Kangoo	2003	Diesel	165	van	Renault
16000	NA	ASX	2012	Petrol	59	crossover	Mitsubishi
12500	2.4	A6	2006	Petrol	165	sedan	Audi
10250	2	Passat B6	2008	Diesel	144	sedan	Volkswagen
23500	2	A5	2009	Petrol	83	other	Audi
17777	2	T6 (Transporter)	2010	Diesel	250	van	Volkswagen
8300	3.2	320	2001	Diesel	233	sedan	Mercedes-Benz
39900	5.5	S 500	2011	Petrol	84	sedan	Mercedes-Benz
5200	2.9	Sprinter 210	1999	Diesel	400	van	Mercedes-Benz
31500	2	A6	2012	Diesel	140	sedan	Audi
4800	2.5	325	1994	Diesel	11	sedan	BMW
7700	NA	T4 (Transporter)	2000	Diesel	290	other	Volkswagen
21550	1.4	Tiguan	2014	Petrol	58	crossover	Volkswagen
42900	3	Q7	2013	Diesel	140	crossover	Audi
2600	2.5	A6	2002	Diesel	160	sedan	Audi
31310	2	Touran	2014	Diesel	0	van	Volkswagen
11800	1.9	T5 (Transporter)	2009	Diesel	230	van	Volkswagen
107000	2.2	V 250	2016	Diesel	0	van	Mercedes-Benz
14800	NA	Land Cruiser Prado	2006	Gas	150	crossover	Toyota
9800	3	530	2001	Diesel	264	sedan	BMW
7950	2	Caddy	2012	Gas	144	van	Volkswagen
9000	3.2	ML 320	1999	Gas	220	crossover	Mercedes-Benz
7400	3.5	735	1998	Gas	279	sedan	BMW
24000	2.5	Camry	2014	Gas	60	sedan	Toyota
4800	3.2	E-Class	1999	Diesel	199	sedan	Mercedes-Benz
22000	2.7	Land Cruiser Prado	2008	Gas	155	crossover	Toyota
42500	3	X3	2011	Petrol	29	crossover	BMW
